name,address,lat,lon,capacity,hour_price,day_price,rating,paid,guarded,indoor,warm,truck_parking,cash_payment,card_payment,qr_payment,public_access,open_24_7,url
Алмагуль,"улица Жарокова, 284",43.205901,76.90519,50.0,,,3.0,False,True,True,False,False,True,False,False,True,True,https://2gis.kz/almaty/firm/9429940001704788?stat=eyJwYXJlbnRUYWJJZCI6ImNkMjkwZWY2LTQwMTUtNGEzZi1hMjk4LWZjN2JmMDk4NTI2NiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjE5fSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDE3MDQ3ODgiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0L%2FQsNGA0LrQvtCy0LrQsCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA1MTksImxhdCI6NDMuMjA1OTAxfSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiOTQzMDA0NzM3NDk5MzY5MiIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI3MDAzMDA3NzEyODE3MzEzNCIsInR5cGUiOiJwYXJraW5nIn1dLCJyZWxldmFuY2UiOjcuNjY2NzQ0MjMyMTc3NzM0LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNDA5IiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiOTQyOTk0ODU5MDg2MDcxMiIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjoxOX19
Парковка,"Керей-Жанибек хандар улица, 558/1",43.257023,76.932588,,,,0.0,False,False,False,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70030076861608325?stat=eyJwYXJlbnRUYWJJZCI6IjA3ZTIzNzgwLTA0ZWItNDY0Ni05N2E4LWI0YjQ5YWFlYjhiZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjd9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMzAwNzY4NjE2MDgzMjUiLCJ0eXBlIjoicGFya2luZyIsInN1YnR5cGUiOiJncm91bmQiLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfS1oiLCJzZWdtZW50SWQiOiI2NyJ9fSwiZ2VvUG9zaXRpb24iOnsibG9uIjo3Ni45MzI1ODgsImxhdCI6NDMuMjU3MDIzfSwicmVsZXZhbmNlIjoxMy4yMzQ5NjUzMjQ0MDE4NTUsInJlc3VsdENsYXNzIjo4NiwicG9zaXRpb24iOjd9fQ%3D%3D
Парковка ТРЦ ADK,"Керей-Жанибек хандар улица, 558/1",43.233525,76.879983,,200.0,1000.0,1.0,True,False,False,False,False,True,False,False,True,True,https://2gis.kz/almaty/firm/70000001059569345?stat=eyJwYXJlbnRUYWJJZCI6IjA1Y2QyYjE5LTI2ZGItNGExOS1iNzY0LTY1ZWQ0NWRmYjkyYiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjM0fSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6IjcwMDAwMDAxMDU5NTY5MzQ1IiwidHlwZSI6ImJyYW5jaCIsInNlZ21lbnRJbmZvIjp7ImJhc2VMb2NhbGUiOiJydV9LWiIsInNlZ21lbnRJZCI6IjY3In19LCJiZXN0S2V5d29yZCI6ItCf0LDRgNC60L7QstC60LgiLCJnZW9Qb3NpdGlvbiI6eyJsb24iOjc2Ljg3OTk4MywibGF0Ijo0My4yMzM1MjV9LCJoeWJyaWRFbnRpdGllcyI6W3siaWQiOiI3MDAzMDA3NjM0NzQ2ODMzOCIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI5NDMwNDY4MzA5OTI3MTg2IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6Ni40OTI1NzQ2OTE3NzI0NjEsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MDM0MCIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU5NTY5MzQ0IiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjM0fX0%3D
Сайран-2,"5-й микрорайон, 40Б",43.234149,76.865536,70.0,500.0,500.0,5.0,True,True,True,False,False,True,False,True,True,False,https://2gis.kz/almaty/firm/9429940000799990?stat=eyJwYXJlbnRUYWJJZCI6IjNiM2YwMGQ5LTU2Y2QtNDU4MS05YTZhLTg5NzViYzAwZGRiNiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjExfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDA3OTk5OTAiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODY1NTM2LCJsYXQiOjQzLjIzNDE0OX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzUxMDg1NjUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQzMTgiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMC4wNDY5ODQ2NzI1NDYzODcsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI0MDkiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI5NDI5OTQ4NTkwNzM0NTgyIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjExfX0%3D
Таугуль,"Керей-Жанибек хандар улица, 558/1",43.214599,76.875299,150.0,,400.0,5.0,True,False,True,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/9429940001192409?stat=eyJwYXJlbnRUYWJJZCI6ImNkMjkwZWY2LTQwMTUtNGEzZi1hMjk4LWZjN2JmMDk4NTI2NiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjE2fSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDExOTI0MDkiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODc1Mjk5LCJsYXQiOjQzLjIxNDU5OX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzUxNzM3NjEiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzU5NTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjo4LjIwNDM2NzYzNzYzNDI3NywiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6Ijk0Mjk5NDg1OTA5NTI0ODQiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6MTZ9fQ%3D%3D
Sergek parking,"Керей-Жанибек хандар улица, 558/1",43.239926,76.893929,30.0,300.0,,1.0,True,False,False,False,False,False,False,True,True,True,https://2gis.kz/almaty/firm/70000001112811489?stat=eyJwYXJlbnRUYWJJZCI6ImNjN2NhMzBjLWNiNTUtNDNhZi1iY2MxLTY5NzA3YTQzYjZiZCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjYwfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6IjcwMDAwMDAxMTEyODExNDg5IiwidHlwZSI6ImJyYW5jaCIsInNlZ21lbnRJbmZvIjp7ImJhc2VMb2NhbGUiOiJydV9LWiIsInNlZ21lbnRJZCI6IjY3In19LCJiZXN0S2V5d29yZCI6ItCf0LDRgNC60L7QstC60LgiLCJnZW9Qb3NpdGlvbiI6eyJsb24iOjc2Ljg5MzkyOSwibGF0Ijo0My4yMzk5MjZ9LCJoeWJyaWRFbnRpdGllcyI6W3siaWQiOiI3MDAzMDA3NzE0MjE0NDA0OCIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI3MDAzMDA3NjEzMDc0NTU1NyIsInR5cGUiOiJwYXJraW5nIn1dLCJyZWxldmFuY2UiOjUuMjE5NjExMTY3OTA3NzE1LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNjAzNDAiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI3MDAwMDAwMTExMjgxMTQ4OCIsImNvbnRleHRSdWJyaWMiOiI2MDM0MCIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo2MH19
Парковка БЦ Нурлы Тау,"Керей-Жанибек хандар улица, 558/1",43.232423,76.945307,,300.0,1200.0,1.0,True,True,False,False,False,True,False,True,True,False,https://2gis.kz/almaty/firm/70000001110906180?stat=eyJwYXJlbnRUYWJJZCI6IjlhOWM4OWNhLWJmNmEtNDA3Mi04MDQyLWNhYmQ2MGE2MmQ3MCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjEwfSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6IjcwMDAwMDAxMTEwOTA2MTgwIiwidHlwZSI6ImJyYW5jaCIsInNlZ21lbnRJbmZvIjp7ImJhc2VMb2NhbGUiOiJydV9LWiIsInNlZ21lbnRJZCI6IjY3In19LCJiZXN0S2V5d29yZCI6ItCf0LDRgNC60L7QstC60LgiLCJnZW9Qb3NpdGlvbiI6eyJsb24iOjc2Ljk0NTMwNywibGF0Ijo0My4yMzI0MjN9LCJoeWJyaWRFbnRpdGllcyI6W3siaWQiOiI3MDAzMDA3NzEyOTE0Mjc2MSIsInR5cGUiOiJidWlsZGluZyJ9LHsiaWQiOiI5NDMwNDY4MjgxNzYxODM2IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6MTEuODYwNzQ3MzM3MzQxMzA5LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNjAzNDAiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI3MDAwMDAwMTExMDkwNjE3OSIsImNvbnRleHRSdWJyaWMiOiI2MDM0MCIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjoxMH19
Парковка ТРК Глобус,"Керей-Жанибек хандар улица, 558/1",43.240032,76.905234,,300.0,,1.0,True,False,False,False,False,True,False,True,True,True,https://2gis.kz/almaty/firm/70000001054917224?stat=eyJwYXJlbnRUYWJJZCI6IjA3ZTIzNzgwLTA0ZWItNDY0Ni05N2E4LWI0YjQ5YWFlYjhiZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjl9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ5MTcyMjQiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA1MjM0LCJsYXQiOjQzLjI0MDAzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNzY2MzM2IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE4MTAiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMi42ODc1MjI4ODgxODM1OTQsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MDM0MCIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU0OTE3MjIzIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjl9fQ%3D%3D
Парковка ТРК АДК,"Керей-Жанибек хандар улица, 558/1",43.232309,76.877023,,400.0,1500.0,1.0,True,False,False,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/70000001054874402?stat=eyJwYXJlbnRUYWJJZCI6IjNiM2YwMGQ5LTU2Y2QtNDU4MS05YTZhLTg5NzViYzAwZGRiNiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjJ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ4NzQ0MDIiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODc3MDIzLCJsYXQiOjQzLjIzMjMwOX0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNDY0Mjk4IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE3OTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjozNS41MDY2OTg2MDgzOTg0NCwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwNTQ4NzQ0MDEiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6Mn19
Парковка ТРК Mega Center Alma-Ata,"Керей-Жанибек хандар улица, 558/1",43.202048,76.893458,50.0,,,1.0,False,True,False,False,False,False,False,False,True,False,https://2gis.kz/almaty/firm/70000001057445211?stat=eyJwYXJlbnRUYWJJZCI6IjA3ZTIzNzgwLTA0ZWItNDY0Ni05N2E4LWI0YjQ5YWFlYjhiZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjZ9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTc0NDUyMTEiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODkzNDU4LCJsYXQiOjQzLjIwMjA0OH0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzI2NDE5MTAxIiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6IjcwMDMwMDc3MTI4MTg5MDU2IiwidHlwZSI6InBhcmtpbmcifV0sInJlbGV2YW5jZSI6MTQuMDkwNjg1ODQ0NDIxMzg3LCJhZHNTZWFyY2giOmZhbHNlLCJtYWluUnVicmljIjoiNjAzNDAiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI3MDAwMDAwMTA1NzQ0NTIxMCIsImNvbnRleHRSdWJyaWMiOiI2MDM0MCIsImhhc01vZGVsIjpmYWxzZSwicmVzdWx0Q2xhc3MiOjIsInBvc2l0aW9uIjo2fX0%3D
Parking,"Керей-Жанибек хандар улица, 558/1",43.21847,76.842083,80.0,100.0,,0.0,True,True,False,False,False,False,False,True,True,False,https://2gis.kz/almaty/firm/70000001089994206?stat=eyJwYXJlbnRUYWJJZCI6IjAwMDAxYzc1LWM2NmEtNDQ4Yy1hZTQ0LTE5NTIxMDFhMTA1YyIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjV9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwODk5OTQyMDYiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODQyMDgzLCJsYXQiOjQzLjIxODQ3fSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiNzAwMzAwNzY5MTI1MzM0NTUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiOTQzMDQ2ODI4MTc2MTg3MCIsInR5cGUiOiJwYXJraW5nIn1dLCJyZWxldmFuY2UiOjE0LjkwNDE4NjI0ODc3OTI5NywiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjYwMzQwIiwiaXNEZWxldGVkIjpmYWxzZSwib3JnIjoiNzAwMDAwMDEwODk5OTQyMDUiLCJjb250ZXh0UnVicmljIjoiNjAzNDAiLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6NX19
Орбита-3,"Керей-Жанибек хандар улица, 558/1",43.198342,76.877667,17.0,,,3.0,False,True,False,False,False,True,False,False,True,True,https://2gis.kz/almaty/firm/9429940001179723?stat=eyJwYXJlbnRUYWJJZCI6IjA3ZTIzNzgwLTA0ZWItNDY0Ni05N2E4LWI0YjQ5YWFlYjhiZiIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjF9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiOTQyOTk0MDAwMTE3OTcyMyIsInR5cGUiOiJicmFuY2giLCJzZWdtZW50SW5mbyI6eyJiYXNlTG9jYWxlIjoicnVfS1oiLCJzZWdtZW50SWQiOiI2NyJ9fSwiYmVzdEtleXdvcmQiOiLQv9Cw0YDQutC%2B0LLQutCwIiwiZ2VvUG9zaXRpb24iOnsibG9uIjo3Ni44Nzc2NjcsImxhdCI6NDMuMTk4MzQyfSwiaHlicmlkRW50aXRpZXMiOlt7ImlkIjoiNzAwMzAwNzcxMjgxNzc3ODciLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQyNTMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjo1OC45NjcxODU5NzQxMjEwOTQsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI0MDkiLCJpc0RlbGV0ZWQiOmZhbHNlLCJvcmciOiI5NDI5OTQ4NTkwOTQ3OTU2IiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjF9fQ%3D%3D
Автостоянка,"улица Рыскулбекова, 30",43.204904,76.872138,100.0,,,5.0,False,False,True,False,False,True,False,False,True,False,https://2gis.kz/almaty/firm/9429940001520633?stat=eyJwYXJlbnRUYWJJZCI6IjUxNzNkNjE1LTAyNTgtNDg5MS1iYjM3LTk3NjA4ODJhNjNiZSIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjM3fSwicGxhY2VJdGVtIjp7ImVudGl0eSI6eyJpZCI6Ijk0Mjk5NDAwMDE1MjA2MzMiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0L%2FQsNGA0LrQvtCy0LrQsCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuODcyMTM4LCJsYXQiOjQzLjIwNDkwNH0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDczNzUxNzg1MzUiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYyODI4NzQyODMiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjo2LjI0MDYxNzc1MjA3NTE5NSwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6Ijk0Mjk5NDg1OTEwNTM0NTciLCJoYXNNb2RlbCI6ZmFsc2UsInJlc3VsdENsYXNzIjoyLCJwb3NpdGlvbiI6Mzd9fQ%3D%3D
Автостоянка,"улица Карасай батыра, 152Б",43.248467,76.906176,25.0,,,5.0,False,False,True,False,False,False,False,False,True,True,https://2gis.kz/almaty/firm/70000001057443788?stat=eyJwYXJlbnRUYWJJZCI6IjlkNjBjZjA1LWIyMjQtNDUxYS05ODhiLTAzOWQxMzMxZmE0MSIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjR9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTc0NDM3ODgiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA2MTc2LCJsYXQiOjQzLjI0ODQ2N30sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6Ijk0MzAwNDc0MDI4NjY2OTEiLCJ0eXBlIjoiYnVpbGRpbmcifSx7ImlkIjoiNzAwMzAwNzYxNzk1OTg1NTgiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxOS44MTc0NDM4NDc2NTYyNSwiYWRzU2VhcmNoIjpmYWxzZSwibWFpblJ1YnJpYyI6IjQwOSIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU3NDQzNzg3IiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjR9fQ%3D%3D
Парковка ТРК Глобус,"Керей-Жанибек хандар улица, 558/1",43.240032,76.905234,,300.0,,1.0,True,False,False,False,False,True,False,True,True,True,https://2gis.kz/almaty/firm/70000001054917224?stat=eyJwYXJlbnRUYWJJZCI6IjlhOWM4OWNhLWJmNmEtNDA3Mi04MDQyLWNhYmQ2MGE2MmQ3MCIsImZvcmtFdmVudE9yZGluYWwiOjIsInVpRWxlbWVudCI6eyJuYW1lIjoicGxhY2VDYXJkTWluaSIsIm93bmVyTmFtZSI6InNlYXJjaFJlc3VsdHNMaXN0IiwicG9zaXRpb24iOjl9LCJwbGFjZUl0ZW0iOnsiZW50aXR5Ijp7ImlkIjoiNzAwMDAwMDEwNTQ5MTcyMjQiLCJ0eXBlIjoiYnJhbmNoIiwic2VnbWVudEluZm8iOnsiYmFzZUxvY2FsZSI6InJ1X0taIiwic2VnbWVudElkIjoiNjcifX0sImJlc3RLZXl3b3JkIjoi0J%2FQsNGA0LrQvtCy0LrQuCIsImdlb1Bvc2l0aW9uIjp7ImxvbiI6NzYuOTA1MjM0LCJsYXQiOjQzLjI0MDAzMn0sImh5YnJpZEVudGl0aWVzIjpbeyJpZCI6IjcwMDMwMDc2MzAyNzY2MzM2IiwidHlwZSI6ImJ1aWxkaW5nIn0seyJpZCI6Ijk0MzA0NjgyODE3NjE4MTAiLCJ0eXBlIjoicGFya2luZyJ9XSwicmVsZXZhbmNlIjoxMi42ODc1MjI4ODgxODM1OTQsImFkc1NlYXJjaCI6ZmFsc2UsIm1haW5SdWJyaWMiOiI2MDM0MCIsImlzRGVsZXRlZCI6ZmFsc2UsIm9yZyI6IjcwMDAwMDAxMDU0OTE3MjIzIiwiY29udGV4dFJ1YnJpYyI6IjYwMzQwIiwiaGFzTW9kZWwiOmZhbHNlLCJyZXN1bHRDbGFzcyI6MiwicG9zaXRpb24iOjl9fQ%3D%3D
